title,publication_date,author,genre,average_rating,num_of_ratings,num_of_pages,rank,language,current_readers,already_read,year
By Neil Gaiman The Sandman Brief Lives Farewells Number 9 DC Vertigo Neil Gaiman Jill Thompson Vince Locke,"First published August 3, 2004",Neil Gaiman,,0.0,0,,1176,B00N4EFHJ8,0,,2004
Essential Vertigo: The Sandman (1996 series) #2,"First published December 5, 1996",Neil Gaiman,,0.0,0,,1177,,0,,1996
"Sandman, Edition# 56","First published January 25, 2005",Neil Gaiman,,0.0,0,,1178,English,0,,2005
Batman Black and White #2,"First published July 30, 2019",Neil Gaiman,,0.0,0,,1179,B004559GT2,0,,2019
Black Orchid Book 2,"First published April 18, 2023",Neil Gaiman,,0.0,0,,1180,English,0,,2023
Sandman Vol. 1 No. 5 by Neil Gaiman 1989,"First published January 1, 2003",Neil Gaiman,,0.0,0,,1181,English,0,,2003
Sandman Vol. 1 No. 3 by Neil Gaiman 1989,"First published March 26, 2024",Neil Gaiman,,0.0,0,,1182,English,0,,2024
"[Ghosts: Recent Hauntings] [By: Gaiman, Neil] [August, 2012]","First published February 23, 2016",Neil Gaiman,,0.0,0,,1183,,0,,2016
Sandman (1988 series) #55,"First published November 16, 2010",Neil Gaiman,,0.0,0,,1184,English,0,,2010
The Sandman #66,"First published January 12, 2005",Neil Gaiman,,0.0,0,32.0,1185,English,0,,2005
The Sandman,"First published October 1, 2012",Neil Gaiman,,0.0,0,,1186,English,0,,2012
On Cats & Dogs: Two Tales,"First published August 4, 2016",Neil Gaiman,,0.0,0,26.0,1187,English,0,,2016
Eternals Sketchbook (2006) #1,"First published July 2, 2019",Neil Gaiman,,0.0,0,,1188,B005HWJZDY,0,,2019
Miracleman 22,"First published June 5, 2012",Neil Gaiman,,0.0,0,32.0,1189,,0,,2012
Sandman prestigio numero 13: Vidas breves numero 5,"First published February 1, 2009",Neil Gaiman,,0.0,0,,1190,B00MS49462,0,,2009
Book of Magic #1,"First published August 1, 1986",Neil Gaiman,,0.0,0,,1191,English,0,,1986
Essential Vertigo: The Sandman (1996 series) #1,"First published November 1, 2003",Neil Gaiman,,0.0,0,,1192,English,0,,2003
Gods & tulips,"Published August 23, 2022",Neil Gaiman,,0.0,0,32.0,1193,B000IQDIQO,0,,2022
The Rhyme Maidens,"First published December 29, 2007",Neil Gaiman,,0.0,0,,1194,English,0,,2007
The Spirit The New Adventures #2,"First published January 1, 2008",Neil Gaiman,,0.0,0,,1195,English,0,,2008
"Sandman, Edition# 60","First published September 1, 2014",Neil Gaiman,,0.0,0,,1196,English,0,,2014
Oni Double Feature No. 8,"First published February 11, 2020",Neil Gaiman,,0.0,0,,1197,English,0,,2020
Vertigo First Offenses,"First published June 25, 2008",Neil Gaiman,,0.0,0,,1198,English,0,,2008
Sandman: Vidas breves numero 2,"First published May 1, 2003",Neil Gaiman,,0.0,0,,1199,B00FEJXBN0,0,,2003
ãµã³ããã³ ã³ããã¯ 1-5å·»ã»ãã,"First published September 20, 2017",Neil Gaiman,,0.0,0,,1200,,0,,2017
Miracleman No. 24 The Silver Age,"First published October 1, 2017",Neil Gaiman,,3.0,0,,1201,B0060ZI6A0,0,,2017
Coleccion Brainstorming numero 07: Stardust,"First published July 5, 2016",Neil Gaiman,,0.0,0,,1202,B00FEKCUVS,0,,2016
Zvezdnaja pyl,"First published January 1, 1937",Neil Gaiman,,0.0,0,256.0,1203,Russian,0,,1937
Mr. Punch - 20th Anniversary Edition,"First published November 5, 2020",Neil Gaiman,,0.0,0,300.0,1204,English,0,,2020
"The Sandman, The Dream Hunters by Neil Gaiman","First published January 1, 2013",Neil Gaiman,,0.0,0,,1205,B01FKRWU28,0,,2013
"The Sandman: The Wake: Written by Neil Gaiman, 1997 Edition, (New edition) Publisher: Titan Books Ltd [Paperback]","First published April 26, 2006",Neil Gaiman,,0.0,0,,1206,,0,,2006
"Dust Covers: The Collected Sandman Covers 1989 - 1997 (The Sandman Dustcovers): Written by Neil Gaiman, 1998 Edition, Publisher: Titan Books Ltd [Hardcover]","First published January 1, 1991",Neil Gaiman,,0.0,0,,1207,,0,,1991
"Absolute Sandman - Volume 1: Written by Neil Gaiman, 2006 Edition, Publisher: Titan Books Ltd [Hardcover]","First published October 2, 2018",Neil Gaiman,,0.0,0,,1208,,0,,2018
By Neil Gaiman The Sandman: The Wake,"First published April 22, 2003",Neil Gaiman,,0.0,0,,1209,,0,,2003
Sandman 5: FÃ¡bulas y reflejos (Primera ediciÃ³n) Comics Vertigo,"First published September 3, 2019",Neil Gaiman,,0.0,0,,1210,Spanish; Castilian,0,,2019
Unknown,"First published January 1, 1992",Neil Gaiman,,0.0,0,,1211,B00RP552SI,0,,1992
By Neil Gaiman Sandman: A Game of You (New Edition) (New edition) [Paperback],"First published June 20, 2017",Neil Gaiman,,0.0,0,,1212,,0,,2017
By Neil Gaiman Sandman - Brief Lives (Vol. 7) (New Edition) (New edition) [Paperback],"First published June 1, 2006",Neil Gaiman,,0.0,0,,1213,,0,,2006
Interworld,"First published November 1, 2006",Neil Gaiman,,0.0,0,239.0,1214,English,0,,2006
Hellblazer Love Street - 2,"First published September 29, 2009",Neil Gaiman,,0.0,0,25.0,1215,858759544X,0,,2009
Eternos numero 02,"First published September 26, 2013",Neil Gaiman,,0.0,0,,1216,B00FEJKL6A,0,,2013
El libro del cementerio. La novela grÃ¡fica (Volumen II),"First published May 20, 2014",Neil Gaiman,,0.0,0,,1217,Spanish; Castilian,0,,2014
Marvel 1602 by Neil Gaiman,"First published April 5, 2022",Neil Gaiman,,0.0,0,,1218,B00G0AH8EA,0,,2022
"THE DREAM HUNTERSTHE DREAM HUNTERS[The Dream Hunters][paperback] By [Gaiman, Neil]","First published April 17, 2008",Neil Gaiman,,0.0,0,,1219,B003ZDFAMC,0,,2008
violent cases capa dura neil gaiman dave mckean Ed. 2008,"First published June 1, 2004",Neil Gaiman,,0.0,0,,1220,8599859129,0,,2004
hq john constantine hellblazer nas ruas de londres,"First published April 4, 2019",Neil Gaiman,,0.0,0,,1221,857532182X,0,,2019
hq ngela n 3 da mini serie de 3 neil gaiman abril Ed. 1998,"First published March 17, 2020",Neil Gaiman,,0.0,0,,1222,8573055952,0,,2020
morte o grande momento da vida vol 3 ed abril 1997 Ed. 1997,"First published September 24, 2015",Neil Gaiman,,0.0,0,,1223,851305478X,0,,2015
Miracleman #5 Cover by Mark Buckingham,"First published May 1, 2003",Neil Gaiman,,0.0,0,32.0,1224,English,0,,2003
Miracleman #4 Cover by Stephanie Hans,"First published January 1, 2012",Neil Gaiman,,0.0,0,32.0,1225,,0,,2012
La Cruzada de los niÃ±os,"First published January 1, 2007",Neil Gaiman,,0.0,0,,1226,English,0,,2007
Objetos fragiles,"First published September 26, 2013",Neil Gaiman,,0.0,0,,1227,B003NAC7Q4,0,,2013
The Sandman: Dream Country. Essential Vertigo issues #17 - 20,"First published March 1, 2001",Neil Gaiman,,0.0,0,,1228,English,0,,2001
Anansi Boys Illustrated Edition: A Novel,"First published January 16, 2018",Neil Gaiman,,,0,464.0,1229,English,0,,2018
Batman: Black and White by Neil Gaiman,"First published July 1, 2008",Neil Gaiman,,0.0,0,,1230,B01K93TBCA,0,,2008
Ocean at the End of the Lane,"First published July 1, 1994",Neil Gaiman,,0.0,0,,1231,B0D329VNJN,0,,1994
CE Qu'il Faut Pour Ãtre Au Chaud,"First published June 12, 2012",Neil Gaiman,,,0,32.0,1232,French,0,,2012
La mythologie viking illustrÃ©e,"Published September 10, 2020",Neil Gaiman,,,0,,1233,French,0,,2020
"My Daughter, You Are Amazing: Magical whispers before going to bed - Touching stories, the art of love, and moments of passionate father-child bonding.","First published October 1, 2004",Neil Gaiman,,0.0,0,38.0,1234,English,0,,2004
La Mythologie viking,"Published January 1, 2021",Neil Gaiman,,0.0,0,152.0,1235,French,0,,2021
Os Eternos por Neil Gaiman e John Romita Jr.,"First published October 18, 2016",Neil Gaiman,,0.0,0,,1236,Portuguese,0,,2016
The Tragical Comedy or Comical Tragedy of Mr. Punch,"First published March 12, 2019",Neil Gaiman,,0.0,0,,1237,English,0,,2019
"L'alÂ·lucinant, galÃ ctic i pirÃ tic viatge del pare","First published September 14, 2010",Neil Gaiman,,0.0,0,128.0,1238,8413898412,0,,2010
UMA MENINA MUITO AMADA,"First published January 1, 1997",Neil Gaiman,,0.0,0,,1239,Portuguese,0,,1997
Eternos numero 04,"First published September 25, 2012",Neil Gaiman,,0.0,0,,1240,English,0,,2012
Alice Cooper-- the last temptation,"First published March 7, 2019",Neil Gaiman,,0.0,0,,1241,,0,,2019
,"First published January 1, 1964",,,,0,,1242,English,0,,1964
Wednesday Comics No. 6,"First published January 1, 1998",Neil Gaiman,,0.0,0,,1243,English,0,,1998
CABELO DOIDO,"First published January 1, 2010",Neil Gaiman,,0.0,0,,1244,Portuguese,0,,2010
Hrupkie veschi,"First published February 25, 2020",Neil Gaiman,,0.0,0,,1245,Russian,0,,2020
Synovya Anansi,"First published June 7, 2016",Neil Gaiman,,0.0,0,,1246,Russian,0,,2016
Sandman numero 16,"First published September 13, 2016",Neil Gaiman,,0.0,0,,1247,B00FEJCA5K,0,,2016
Mr. Hero numero 4,"First published November 1, 2011",Neil Gaiman,,0.0,0,,1248,B00FD0U53O,0,,2011
The Book Of Magic - Four issues set complete,"First published July 28, 2017",Neil Gaiman,,0.0,0,,1249,B002J5U35Q,0,,2017
Llops dins les parets,"First published January 1, 2003",Neil Gaiman,,0.0,0,,1250,,0,,2003
Tháº§n Thoáº¡i Báº¯c Ãu,"First published January 1, 2000",Neil Gaiman,,0.0,0,315.0,1251,Vietnamese,0,,2000
Sandman: A Game of You (New Edition) by Neil Gaiman,"Published January 1, 2019",Neil Gaiman,,0.0,0,,1252,B01K92L61A,0,,2019
Sandman (1988 series) #56,"First published October 13, 2011",Neil Gaiman,,0.0,0,,1253,English,0,,2011
Sandman (1988 series) #54,"First published July 10, 2007",Neil Gaiman,,0.0,0,,1254,B0062CVB7G,0,,2007
Sandman (1988 series) #50,"First published May 2, 1962",Neil Gaiman,,0.0,0,,1255,B0062CVANG,0,,1962
Sandman (1988 series) #14,"First published September 21, 2011",Neil Gaiman,,0.0,0,,1256,,0,,2011
Sandman (1988 series) #13,"First published January 1, 2012",Neil Gaiman,,0.0,0,,1257,B0062CV9KU,0,,2012
Sandman (1988 series) #12,"First published July 1, 2013",Neil Gaiman,,0.0,0,,1258,English,0,,2013
Sandman (1988 series) #7,"First published October 6, 2020",Neil Gaiman,,0.0,0,,1259,English,0,,2020
"Alice Cooper: The Last Temptation, Book One","First published January 1, 2014",Neil Gaiman,,0.0,0,,1260,English,0,,2014
SANDMAN TP VOL 05 A GAME OF YOU NEW ED,"First published May 4, 2004",Neil Gaiman,,0.0,0,,1261,English,0,,2004
MIRACLEMAN: APOCRYPHA #2,"First published March 1, 2008",Neil Gaiman,,0.0,0,,1262,English,0,,2008
THE SANDMAN: WORLD'S END,"First published March 6, 2012",Neil Gaiman,,0.0,0,,1263,B0032ECMFW,0,,2012
"The Sandman, No. [number, #] 10 [ten, X], Nov. [November] 1989: The Doll's House, Part 1","First published January 1, 2004",Neil Gaiman,,0.0,0,,1264,English,0,,2004
Sandman (1988 series) #58,"First published January 1, 2009",Neil Gaiman,,0.0,0,,1265,English,0,,2009
Sandman TP Vol 4 Season Of Mists New Ed,"First published January 1, 1989",Neil Gaiman,,0.0,0,,1266,English,0,,1989
MR. HERO: THE NEWMATIC MAN #5,"First published January 1, 2013",Neil Gaiman,,0.0,0,,1267,English,0,,2013
Vertigo numero 052: Stardust numero 3,"First published January 1, 2009",Neil Gaiman,,0.0,0,,1268,,0,,2009
Negative Burn #50,"First published April 1, 2000",Neil Gaiman,,0.0,0,,1269,English,0,,2000
The Sandman: Endless Nights (New Edition) by Neil Gaiman,"First published January 1, 2014",Neil Gaiman,,0.0,0,,1270,B0160EZA2M,0,,2014
Sandman TP VOL 06 Fables and Reflections,"First published September 17, 2019",Neil Gaiman,,0.0,0,,1271,,1,2,2019
Mr Punch Inscribed By Gaiman & Mckean,"First published March 23, 2007",Neil Gaiman,,0.0,0,,1272,B000SO2R7C,0,,2007
Eternals,"First published January 1, 2007",Neil Gaiman,,0.0,0,,1273,English,0,,2007
"Eternals #7 (of 7), March 2007","First published January 1, 2007",Neil Gaiman,,0.0,0,,1274,English,0,,2007
"Eternals #3 (of 6), October 2006","First published January 1, 2008",Neil Gaiman,,0.0,0,,1275,English,0,,2008
LOCUS: THE MAGAZINE OF THE SCIENCE FICTION AND FANTASY FIELD. #459. April 1999 [Neil Gaiman interview],"First published November 30, 2002",Neil Gaiman,,0.0,0,,1276,English,0,,2002
Dc Comics Presents Brightest Day 100 Page Spectacular #1,"First published January 1, 1996",Neil Gaiman,,0.0,0,,1277,English,0,,1996
Collectible Neil Gaiman MELINDA Limited Lettered SIGNED Hill House edition 1/52 copies,"First published March 1, 2011",Neil Gaiman,,0.0,0,499.0,1278,English,0,,2011
Collectible Neil Gaiman and Roger Avary BEOWULF: Screenplay Early Draft 1997 Gaiman SIGNED,"First published June 17, 2014",Neil Gaiman,,0.0,0,499.0,1279,English,0,,2014
Collectible Neil Gaiman IN REILIG ORAN First edition Broadside Poem Tony Harris Illustrated,"First published January 1, 2011",Neil Gaiman,,0.0,0,499.0,1280,,0,,2011
Trigger Warning,"First published January 1, 2009",Neil Gaiman,,0.0,0,368.0,1281,English,0,,2009
"Sandman: Worldâs End, No. 1","First published May 1, 2018",Neil Gaiman,,0.0,0,,1282,B00KCPOJ4G,0,,2018
"Sandman prestigio numero 16 : El fin de los mundos, volumen 3","First published January 1, 2009",Neil Gaiman,,0.0,0,,1283,B00KLWMXCA,0,,2009
Sandman #6 Cgc 9.6 DC?Vertigo Comics White Pages,"First published August 7, 2013",Neil Gaiman,,0.0,0,,1284,B00730NGVA,0,,2013
The Sandman Preludes & Nocturnes #4 Nov. '96,"First published August 1, 2000",Neil Gaiman,,0.0,0,,1285,English,0,,2000
A Little Gold Book of Ghastly Stuff (Unsigned Trade Edition),"First published September 22, 2010",Neil Gaiman,,0.0,0,158.0,1286,English,0,,2010
Sandman #2 Cgc 9.6 White Pages DC Vertigo,"First published May 23, 2009",Neil Gaiman,,0.0,0,,1287,B006MUPLVA,0,,2009
Neil Gaiman - Miracleman: Apocrypha Issue 3 Published 1992,"First published December 30, 2003",Neil Gaiman,,0.0,0,,1288,English,0,,2003
The Wake,"Published March 18, 2021",Neil Gaiman,,0.0,0,,1289,English,0,,2021
Essential Vertigo; The Sandman 11,"First published May 6, 2015",Neil Gaiman,,0.0,0,,1290,,0,,2015
Art and Artifice byGaiman,"First published March 29, 2010",Neil Gaiman,,0.0,0,,1291,English,0,,2010
"Skinner Auction Catalog: Arts and Crafts, Art Deco and Modernism, Art Glass and Lamps, January 2, 1993, Sale 1486, Bolton","First published January 1, 1993",Neil Gaiman,,0.0,0,,1292,B000EEHPM8,0,,1993
The Rhyme Maidens,"First published January 1, 2005",Neil Gaiman,,0.0,0,,1293,B0088JLXLA,0,,2005
A Game of You: 5,"First published August 6, 2003",Neil Gaiman,,0.0,0,,1294,,0,,2003
Essential Vertigo: The Sandman 3,"Published September 11, 2004",Neil Gaiman,,0.0,0,,1295,B006ACA6E2,0,,2004
Sandman (1988 series) #20,"First published March 15, 2022",Neil Gaiman,,0.0,0,32.0,1296,English,0,,2022
Sandman (1988 series) #63,"First published December 31, 2008",Neil Gaiman,,0.0,0,,1297,English,0,,2008
Sandman (1988 series) #62,"First published August 1, 2003",Neil Gaiman,,0.0,0,,1298,B0062CVCES,0,,2003
Sandman (1988 series) #60,"First published June 1, 1996",Neil Gaiman,,0.0,0,,1299,English,0,,1996
Sandman (1988 series) #59,"First published December 6, 2022",Neil Gaiman,,0.0,0,,1300,B0062CVBYY,0,,2022
Fahrenheit 451,"First published July 30, 1999",Ray Bradbury,Fiction,3.96,2559214,227.0,1301,English,43800,2m,1999
Dune,"First published July 7, 2015",Frank Herbert,Science Fiction,4.28,1481588,694.0,1302,,150000,1m,2015
The New Annotated Dracula,"First published March 1, 2012",Bram Stoker,Classics,4.02,1342814,663.0,1303,English,77100,967k,2012
A Christmas Carol,"First published May 14, 2015",Charles Dickens,Fiction,4.08,868074,,1304,English,30000,287k,2015
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","First published June 28, 2022",Terry Pratchett,Fantasy,4.26,785129,491.0,1305,English,47600,643k,2022
The Ultimate Hitchhiker's Guide to the Galaxy,"First published January 1, 2012",Douglas Adams,Science Fiction,4.38,329925,832.0,1306,English,24100,179k,2012
2001: A Space Odyssey,"First published August 20, 2001",Arthur C. Clarke,Science Fiction,4.17,322745,226.0,1307,English,4172,274k,2001
Neuromancer,"First published January 1, 1995",William Gibson,Science Fiction,3.89,341058,277.0,1308,English,20100,324k,1995
Stranger in a Strange Land,"First published August 1, 1994",Robert A. Heinlein,Science Fiction,3.92,318687,498.0,1309,English,8521,220k,1994
Beowulf,"First published September 5, 2012",CaitlÃ­n R. Kiernan,Poetry,3.49,327136,384.0,1310,,6915,158k,2012
Mort,"Published January 1, 2003",Terry Pratchett,Fantasy,4.24,256594,269.0,1311,English,6020,85.8k,2003
Jonathan Strange & Mr Norrell,"First published October 10, 2018",Susanna Clarke,Fantasy,3.86,243268,864.0,1312,English,17600,291k,2018
A MÃ£o Esquerda da EscuridÃ£o,"First published January 1, 1998",Ursula K. Le Guin,Science Fiction,4.1,196385,304.0,1313,Portuguese,14600,234k,1998
"So Long, and Thanks for All the Fish","First published February 19, 2019",Douglas Adams,Science Fiction,4.09,177998,,1314,English,1780,56.8k,2019
The Jungle Book,"First published January 1, 2017",Rudyard Kipling,Classics,3.9,127348,270.0,1315,English,7606,67.8k,2017
"Il Re che fu, il Re che sarÃ . Il ciclo completo del Re in eterno","First published August 23, 2003",T.H. White,Fantasy,4.07,114677,768.0,1316,English,8508,136k,2003
×¤× × ×××¢×××ª ×××××××,"First published June 1, 2011",Alfred Bester,Science Fiction,4.06,53013,272.0,1317,Hebrew,1310,52.8k,2011
Neil Gaiman's Neverwhere,"First published January 1, 1997",Mike Carey,Fantasy,4.29,45071,224.0,1318,English,480,19.5k,1997
A Christmas Carol and Other Stories,"First published January 1, 2020",Charles Dickens,Classics,4.14,38851,314.0,1319,English,1208,12.6k,2020
Coraline,"First published August 1, 2004",P. Craig Russell,Graphic Novels,4.06,38340,192.0,1320,,1155,25.3k,2004
Charmed Life,"First published August 5, 2014",Diana Wynne Jones,Fantasy,3.97,34958,272.0,1321,English,606,29.3k,2014
Elric - PrÃ­ncipe dos DragÃµes,"First published July 27, 2015",Michael Moorcock,Fantasy,3.89,29220,192.0,1322,Portuguese,453,30.2k,2015
The Umbrella Academy vol. 4: Dallas,"First published January 1, 2009",Gerard Way,Graphic Novels,3.98,28139,184.0,1323,Spanish; Castilian,662,11.1k,2009
The Sandman: Act I,"First published April 19, 2015",Dirk Maggs,Fantasy,4.39,24256,11.0,1324,,1028,"8,298",2015
Widma Nad Innsmouth. Kroniki Arkham,"First published August 27, 2013",H.P. Lovecraft,Horror,4.1,23850,640.0,1325,Polish,543,13.5k,2013
The Improbable Adventures of Sherlock Holmes,"First published December 9, 2014",John Joseph Adams,Mystery,4.39,21710,454.0,1326,English,625,15.1k,2014
Rogues,"First published June 1, 1996",George R.R. Martin,Fantasy,3.88,24029,806.0,1327,English,3837,35.2k,1996
Guida galattica per gli autostoppisti. Trilogia piÃ¹ che completa in cinque parti - Niente Panico,"First published April 1, 2005",Douglas Adams,Science Fiction,4.37,21029,2584.0,1328,English,123,16.5k,2005
The Rats (1),"First published October 27, 2021",James Herbert,Horror,3.92,23215,208.0,1329,English,496,12.9k,2021
Titus dâEnfer,"First published October 3, 2013",Mervyn Peake,Fantasy,3.92,21988,496.0,1330,,2160,48.1k,2013
Shadow & Claw,"First published May 16, 2017",Gene Wolfe,Fantasy,4.04,20964,568.0,1331,English,3579,24.8k,2017
The Sandman: King of Dreams,"First published August 22, 2023",Alisa Kwitney,Fantasy,4.63,17512,180.0,1332,English,31,"9,829",2023
"The Complete Bone Adventures: Volume 2, Issues 7-12","First published January 1, 2009",Jeff Smith,Graphic Novels,4.29,18132,144.0,1333,English,314,"4,895",2009
La espada leal,"First published July 3, 2001",George R.R. Martin,Fantasy,4.11,17410,320.0,1334,English,166,"9,533",2001
Full Throttle,"First published June 10, 2021",Joe Hill,Horror,4.0,17788,2.0,1335,English,2181,34.8k,2021
